entry,entry_name,gene_names,nucleus,cytoplasm,mitochondrion,plasma_membrane,endoplasmic_reticulum,golgi_apparatus,vacuole,zones
P33759,RT05_YEAST,MRPS5 YBR251W YBR1704,0,0,1,0,0,0,0,mitochondrion
P33760,PEX6_YEAST,PEX6 PAS8 YNL329C N0310,0,0,0,0,0,0,0,
P33767,OSTB_YEAST,WBP1 YEL002C,0,0,0,0,1,0,0,endoplasmic_reticulum
P33775,PMT1_YEAST,PMT1 YDL095W D2390,0,0,0,0,1,0,0,endoplasmic_reticulum
P33891,TIP20_YEAST,TIP20 TIP1 YGL145W,0,0,0,0,1,0,0,endoplasmic_reticulum
P33892,GCN1_YEAST,GCN1 YGL195W G1318,0,0,1,0,0,0,0,mitochondrion
P33895,NUF2_YEAST,NUF2 YOL069W,1,0,0,0,0,0,0,nucleus
P34077,NIC96_YEAST,NIC96 YFR002W,0,0,0,0,0,0,0,
P34078,LTV1_YEAST,LTV1 YKL143W YKL2,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34087,RPB7_YEAST,RPB7 YDR404C D9509.22,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34110,VPS35_YEAST,VPS35 VPT7 YJL154C J0580,0,0,0,0,0,0,0,
P34111,TFC3_YEAST,TFC3 TSV115 YAL001C FUN24,1,0,1,0,0,0,0,"nucleus,mitochondrion"
P34160,NCBP1_YEAST,STO1 CBC1 CBP80 GCR3 SUT1 YMR125W YM8564.07 YM9553.01,1,0,0,0,0,0,0,nucleus
P34161,YOX1_YEAST,YOX1 YML027W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34162,MED20_YEAST,SRB2 HRS2 MED20 YHR041C,1,0,0,0,0,0,0,nucleus
P34163,TGL1_YEAST,TGL1 YKL140W YKL5,0,0,0,0,0,0,0,
P34164,SIP2_YEAST,SIP2 SPM2 YGL208W G1155,1,1,0,1,0,0,0,"nucleus,cytoplasm,plasma_membrane"
P34167,IF4B_YEAST,TIF3 STM1 TIF42 YPR163C P9325.6,0,0,0,0,0,0,0,
P34216,EDE1_YEAST,EDE1 BUD15 YBL047C YBL0501 YBL0520,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
P34217,PIN4_YEAST,PIN4 MDT1 YBL051C YBL0506 YBL0516,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34218,SAS3_YEAST,SAS3 YBL052C YBL0507 YBL0515,1,0,0,0,0,0,0,nucleus
P34219,TOD6_YEAST,TOD6 PBF1 YBL054W YBL0509 YBL0513,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34220,YBF5_YEAST,YBL055C YBL0511 YBL0512,0,1,0,0,0,0,0,cytoplasm
P34221,PP2C3_YEAST,PTC3 YBL056W YBL0511 YBL0513,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34223,UBX1_YEAST,SHP1 UBX1 YBL058W YBL0509 YBL0515,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34225,YEL1_YEAST,YEL1 YBL060W YBL0507 YBL0517,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
P34226,SKT5_YEAST,SKT5 CAL2 CHS4 CSD4 YBL061C YBL0506 YBL0519,0,0,0,1,0,0,0,plasma_membrane
P34227,PRX1_YEAST,PRX1 YBL064C YBL0503 YBL0524,0,0,1,0,0,0,0,mitochondrion
P34230,PXA2_YEAST,PXA2 PAT1 YKL188C YKL741,0,0,0,0,0,0,0,
P34233,ASH1_YEAST,ASH1 YKL185W,1,0,0,0,0,0,0,nucleus
P34241,URB1_YEAST,URB1 NPA1 YKL014C,1,0,0,0,0,0,0,nucleus
P34243,HCS1_YEAST,HCS1 DIP1 YKL017C,0,1,0,0,0,0,0,cytoplasm
P34244,HSL1_YEAST,HSL1 YKL101W YKL453,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34247,UTP11_YEAST,UTP11 YKL099C YKL449,0,0,0,0,0,0,0,
P34252,SLD2_YEAST,SLD2 DRC1 YKL108W YKL463,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P34730,BMH2_YEAST,BMH2 YDR099W YD8557.08,1,1,0,1,0,0,0,"nucleus,cytoplasm,plasma_membrane"
P34756,FAB1_YEAST,FAB1 SVL7 YFR019W,0,0,1,0,0,0,0,mitochondrion
P34758,SCD5_YEAST,SCD5 FTB1 YOR329C,1,0,0,0,0,0,0,nucleus
P34760,TSA1_YEAST,TSA1 TPX1 TSA ZRG14 YML028W,0,1,0,0,0,0,0,cytoplasm
P34761,WHI3_YEAST,WHI3 YNL197C N1382,0,1,0,0,0,0,0,cytoplasm
P34909,NOT4_YEAST,MOT2 CCL1 NOT4 SIG1 SSF1 YER068W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P35056,PEX5_YEAST,PEX5 PAS10 YDR244W YD8419.11,0,0,0,0,0,0,0,
P35169,TOR1_YEAST,TOR1 DRR1 YJR066W J1803,1,1,0,1,0,0,0,"nucleus,cytoplasm,plasma_membrane"
P35176,CYPD_YEAST,CPR5 CYP5 CYPD YDR304C D9740.14,0,1,0,0,1,0,0,"cytoplasm,endoplasmic_reticulum"
P35177,SPT7_YEAST,SPT7 YBR081C YBR0739,1,0,1,0,0,0,0,"nucleus,mitochondrion"
P35179,SC61G_YEAST,SSS1 YDR086C D4475,0,0,0,0,1,0,0,endoplasmic_reticulum
P35180,TOM20_YEAST,TOM20 MAS20 MOM19 YGR082W,0,0,1,0,0,0,0,mitochondrion
P35181,AP1S1_YEAST,APS1 YAP19 YLR170C L9470.16,1,0,0,0,0,0,0,nucleus
P35182,PP2C1_YEAST,PTC1 TPD1 YDL006W D2925,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P35184,SQT1_YEAST,SQT1 YIR012W YIB12W,0,1,0,0,0,0,0,cytoplasm
P35187,SGS1_YEAST,SGS1 TPS1 YMR190C YM9646.02C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P35189,TAF14_YEAST,TAF14 ANC1 CST10 SWP29 TAF30 TFG3 YPL129W,1,0,0,0,0,0,0,nucleus
P35191,MDJ1_YEAST,MDJ1 YFL016C,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
P35192,MAC1_YEAST,MAC1 CUA1 YMR021C YM9711.11C,1,0,0,0,0,0,0,nucleus
P35193,ATG19_YEAST,ATG19 CVT19 YOL082W O0980 YOL01,0,1,0,0,0,0,0,cytoplasm
P35194,UTP20_YEAST,UTP20 YBL004W YBL0101,0,1,0,0,0,0,0,cytoplasm
P35196,RER2_YEAST,RER2 YBR002C YBR0107,0,0,0,0,1,0,0,endoplasmic_reticulum
P35197,GCS1_YEAST,GCS1 YDL226C,0,0,1,0,0,0,0,mitochondrion
P35200,UPS2_YEAST,UPS2 AIM30 GEP1 MSF1 YLR168C L9470.15,0,0,1,0,0,0,0,mitochondrion
P35201,CENPC_YEAST,MIF2 YKL089W,1,0,0,0,0,0,0,nucleus
P35203,CBF3C_YEAST,CTF13 CBF3C YMR094W YM6543.01 YM9582.19,0,0,0,0,0,0,0,
P35206,CSG2_YEAST,CSG2 CLS2 YBR036C YBR0404,0,0,0,0,1,1,1,"endoplasmic_reticulum,golgi_apparatus,vacuole"
P35207,SKI2_YEAST,SKI2 YLR398C L8084.17,0,1,0,0,0,0,0,cytoplasm
P35208,SPT10_YEAST,SPT10 CRE1 SUD1 YJL127C J0702,1,0,0,0,0,0,0,nucleus
P35688,LRG1_YEAST,LRG1 YDL240W,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
P35691,TCTP_YEAST,TMA19 MMI1 YKL056C YKL312,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
P35718,RPC8_YEAST,RPC25 YKL144C UNF1 YKL1,1,0,0,0,0,0,0,nucleus
P35728,MPE1_YEAST,MPE1 YKL059C YKL316,1,0,0,0,0,0,0,nucleus
P35729,NU120_YEAST,NUP120 RAT2 YKL057C YKL313 YKL314,0,0,0,0,0,0,0,
P35732,DEF1_YEAST,DEF1 RIP1 VID31 YKL054C YKL308,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P35734,ASK1_YEAST,ASK1 YKL052C YKL306,0,0,0,0,0,0,0,
P35817,BDF1_YEAST,BDF1 YLR399C L8084.18,1,0,0,0,0,0,0,nucleus
P35843,HES1_YEAST,HES1 OSH5 YOR237W O5234,0,0,0,0,0,0,0,
P35844,KES1_YEAST,KES1 BSR3 OSH4 YPL145C LPI3C P2614,0,1,0,0,0,0,0,cytoplasm
P35845,OSH1_YEAST,SWH1 OSH1 YAR042W YAR044W,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
P35997,RS27A_YEAST,RPS27A YKL156W,0,1,0,0,0,0,0,cytoplasm
P35999,PMIP_YEAST,OCT1 MIP1 YKL134C,0,0,1,0,0,0,0,mitochondrion
P36000,AP1B1_YEAST,APL2 YKL135C,0,0,0,1,0,0,0,plasma_membrane
P36003,NNK1_YEAST,NNK1 YKL171W YKL635,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36005,KDX1_YEAST,KDX1 MLP1 YKL161C YKL615,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36006,MYO3_YEAST,MYO3 YKL129C,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
P36007,LTHAD_YEAST,SRY1 YKL218C,0,0,0,0,0,0,0,
P36008,EF1G2_YEAST,TEF4 EFC1 YKL081W,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
P36009,DHR2_YEAST,DHR2 YKL078W YKL408,0,0,0,0,0,0,0,
P36010,NDK_YEAST,YNK1 NDK1 YNK YKL067W YKL333,0,0,1,0,0,0,0,mitochondrion
P36012,CENPA_YEAST,CSE4 CSL2 YKL049C YKL262,1,0,0,0,0,0,0,nucleus
P36014,GPX1_YEAST,GPX1 YKL026C,0,0,0,0,0,0,0,
P36015,YKT6_YEAST,YKT6 YKL196C,0,0,1,1,0,1,1,"mitochondrion,plasma_membrane,golgi_apparatus,vacuole"
P36016,LHS1_YEAST,LHS1 YKL073W YKL355,0,0,0,0,1,0,0,endoplasmic_reticulum
P36017,VPS21_YEAST,VPS21 VPS12 VPT12 YPT21 YPT51 YOR089C YOR3154C,0,0,1,1,0,0,0,"mitochondrion,plasma_membrane"
P36018,YPT52_YEAST,YPT52 YKR014C YK112,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
P36019,YPT53_YEAST,YPT53 YNL093W N2223,0,0,0,1,0,0,0,plasma_membrane
P36022,DYHC_YEAST,DYN1 DHC1 YKR054C,0,1,0,0,0,0,0,cytoplasm
P36024,SIS2_YEAST,SIS2 HAL3 YKR072C,1,0,0,0,0,0,0,nucleus
P36027,MID2_YEAST,MID2 KAI1 SMS1 YLR332W L8543.19,0,0,0,1,0,0,1,"plasma_membrane,vacuole"
P36033,FRE2_YEAST,FRE2 YKL220C,0,0,0,1,0,0,1,"plasma_membrane,vacuole"
P36035,JEN1_YEAST,JEN1 YKL217W,0,0,1,1,0,0,1,"mitochondrion,plasma_membrane,vacuole"
P36037,DOA1_YEAST,DOA1 UFD3 ZZZ4 YKL213C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36041,EAP1_YEAST,EAP1 YKL204W,0,0,0,0,0,0,0,
P36044,MNN4_YEAST,MNN4 YKL201C YKL200C,0,0,0,0,0,1,0,golgi_apparatus
P36046,MIA40_YEAST,MIA40 TIM40 YKL195W,0,0,1,0,0,0,0,mitochondrion
P36047,SDS22_YEAST,SDS22 EGP1 YKL193C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36048,SN114_YEAST,SNU114 GIN10 YKL173W YKL637,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36049,EBP2_YEAST,EBP2 YKL172W YKL636,0,0,0,0,0,0,0,
P36051,MCD4_YEAST,MCD4 FSR2 SSU21 ZRG16 YKL165C YKL619,0,0,0,0,1,0,1,"endoplasmic_reticulum,vacuole"
P36056,RT22_YEAST,RSM22 YKL155C YKL610,0,0,1,0,0,0,0,mitochondrion
P36057,SRPB_YEAST,SRP102 YKL154W YKL609,0,0,0,0,0,0,0,
P36060,MCR1_YEAST,MCR1 YKL150W YKL605,0,0,1,0,0,0,0,mitochondrion
P36068,SHE2_YEAST,SHE2 YKL130C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36075,CUE2_YEAST,CUE2 YKL090W,0,0,0,0,0,0,0,
P36076,CAB3_YEAST,CAB3 YKL088W,0,1,0,0,0,0,0,cytoplasm
P36077,SRX1_YEAST,SRX1 YKL086W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36080,RRP14_YEAST,RRP14 YKL082C,0,0,0,0,0,0,0,
P36081,PSG1_YEAST,PSG1 YKL077W,0,0,0,0,1,1,0,"endoplasmic_reticulum,golgi_apparatus"
P36084,MUD2_YEAST,MUD2 YKL074C YKL358,1,0,0,0,0,0,0,nucleus
P36088,FRMSR_YEAST,YKL069W YKL340,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36091,DCW1_YEAST,DCW1 YKL046C YKL259,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
P36094,SPC42_YEAST,SPC42 YKL042W YKL255,1,0,0,0,0,0,0,nucleus
P36095,VPS24_YEAST,VPS24 DID3 YKL041W YKL254,0,1,0,0,0,0,0,cytoplasm
P36096,TUL1_YEAST,TUL1 YKL034W YKL247,0,0,0,0,0,1,1,"golgi_apparatus,vacuole"
P36100,T2EA_YEAST,TFA1 YKL028W,1,0,1,0,0,0,0,"nucleus,mitochondrion"
P36102,PAN3_YEAST,PAN3 ECM35 YKL025C,0,1,0,0,0,0,0,cytoplasm
P36104,SWD2_YEAST,SWD2 CPS35 SAF37 YKL018W,1,0,0,0,0,0,0,nucleus
P36105,RL14A_YEAST,RPL14A YKL006W YKL153,0,0,0,0,0,0,0,
P36107,AUR1_YEAST,AUR1 YKL004W,0,0,0,0,1,1,0,"endoplasmic_reticulum,golgi_apparatus"
P36108,DID4_YEAST,DID4 CHM2 GRD7 REN1 VPL2 VPS2 VPT14 YKL002W,0,1,0,0,0,0,0,cytoplasm
P36112,MIC60_YEAST,MIC60 AIM28 FCJ1 FMP13 YKR016W,0,0,1,0,0,0,0,mitochondrion
P36113,HEL1_YEAST,HEL1 YKR017C,0,1,0,0,0,0,0,cytoplasm
P36116,VPS51_YEAST,VPS51 API3 VPS67 WHI6 YKR020W,0,0,0,0,0,1,0,golgi_apparatus
P36117,ALY1_YEAST,ALY1 ART6 YKR021W,0,1,0,0,0,0,0,cytoplasm
P36118,NTR2_YEAST,NTR2 YKR022C,1,1,0,0,1,0,0,"nucleus,cytoplasm,endoplasmic_reticulum"
P36119,RQT4_YEAST,RQT4 YKR023W,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
P36120,DBP7_YEAST,DBP7 YKR024C,1,0,0,0,0,0,0,nucleus
P36121,RPC5_YEAST,RPC37 YKR025W,1,0,0,0,0,0,0,nucleus
P36122,BCH2_YEAST,BCH2 FMP50 YKR027W,0,0,1,0,0,0,0,mitochondrion
P36123,SA190_YEAST,SAP190 YKR028W,1,0,0,0,0,0,0,nucleus
P36124,SET3_YEAST,SET3 YKR029C,1,0,0,0,0,0,0,nucleus
P36126,SPO14_YEAST,SPO14 PLD1 YKR031C,1,0,0,0,0,0,0,nucleus
P36130,CAF4_YEAST,CAF4 YKR036C,0,0,1,0,0,0,0,mitochondrion
P36131,SPC34_YEAST,SPC34 YKR037C,0,0,0,0,0,0,0,
P36132,KAE1_YEAST,KAE1 YKR038C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36135,UTH1_YEAST,UTH1 YKR042W,0,0,0,0,0,0,0,
P36136,SHB17_YEAST,SHB17 YKR043C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36142,HFL1_YEAST,HFL1 YKR051W,0,0,0,0,1,0,0,endoplasmic_reticulum
P36143,GLG1_YEAST,GLG1 YKR058W,0,1,0,0,0,0,1,"cytoplasm,vacuole"
P36146,LAS1_YEAST,LAS1 YKR063C,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
P36148,GPT2_YEAST,GPT2 GAT1 YKR067W,0,1,0,0,1,0,0,"cytoplasm,endoplasmic_reticulum"
P36149,BET3_YEAST,BET3 YKR068C,0,0,0,0,1,0,0,endoplasmic_reticulum
P36152,DRE2_YEAST,DRE2 YKR071C,0,1,0,0,0,0,0,cytoplasm
P36156,GSTO2_YEAST,ECM4 GTO2 YKR076W,0,1,0,0,0,0,0,cytoplasm
P36160,RPF2_YEAST,RPF2 YKR081C YKR401,0,0,0,0,0,0,0,
P36161,NU133_YEAST,NUP133 RAT3 YKR082W YKR402,1,0,0,0,0,0,0,nucleus
P36162,DAD2_YEAST,DAD2 HSK1 YKR083C YKR403,0,0,0,0,0,0,0,
P36163,OMA1_YEAST,OMA1 YKR087C YKR407,0,0,1,0,0,0,0,mitochondrion
P36165,TGL4_YEAST,TGL4 STC1 YKR089C YKR409,0,0,0,0,0,0,0,
P36170,FLO10_YEAST,FLO10 YKR102W,0,0,0,0,0,0,0,
P36421,SYYC_YEAST,TYS1 MGM104 YGR185C G7522,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P36516,RM03_YEAST,MRPL3 YMR024W YM9711.14,0,0,1,0,0,0,0,mitochondrion
P36517,RM04_YEAST,MRPL4 YLR439W L9753.1,0,0,1,0,0,0,0,mitochondrion
P36520,RM10_YEAST,MRPL10 MRPL18 YNL284C N0580,0,0,1,0,0,0,0,mitochondrion
P36525,RM24_YEAST,MRPL24 MRPL14 YMR193W YM9646.05,0,0,1,0,0,0,0,mitochondrion
P36528,RM17_YEAST,MRPL17 MRPL30 YNL252C N0864,0,0,1,0,0,0,0,mitochondrion
P36531,RM36_YEAST,MRPL36 YBR122C YBR0918,0,0,1,0,0,0,0,mitochondrion
P36775,LONM_YEAST,PIM1 LON YBL022C YBL0440,0,0,1,0,0,0,0,mitochondrion
P37012,PGM2_YEAST,PGM2 GA-5 GAL5 YMR105C YM9718.04C,0,1,0,0,0,0,0,cytoplasm
P37020,GEF1_YEAST,GEF1 CLCY1 YJR040W J1616,0,0,0,1,1,1,1,"plasma_membrane,endoplasmic_reticulum,golgi_apparatus,vacuole"
P37291,GLYC_YEAST,SHM2 SHMT2 YLR058C L2156,0,1,1,1,0,0,0,"cytoplasm,mitochondrion,plasma_membrane"
P37292,GLYM_YEAST,SHM1 SHMT1 YBR263W YBR1732,0,0,1,0,0,0,0,mitochondrion
P37296,VPP2_YEAST,STV1 YMR054W YM9796.07,0,0,0,0,0,1,0,golgi_apparatus
P37297,STT4_YEAST,STT4 YLR305C L2142.4,0,1,1,1,0,0,0,"cytoplasm,mitochondrion,plasma_membrane"
P37298,DHSD_YEAST,SDH4 ACN18 YDR178W YD9395.11,0,0,1,0,0,0,0,mitochondrion
P37299,QCR10_YEAST,QCR10 YHR001W-A YHR001BW,0,0,1,0,0,0,0,mitochondrion
P37303,GLY1_YEAST,GLY1 YEL046C SYGP-ORF34,0,0,0,0,0,0,0,
P37366,CCL1_YEAST,CCL1 YPR025C YP9367.05C,1,0,1,0,0,0,0,"nucleus,mitochondrion"
P37370,VRP1_YEAST,VRP1 END5 MDP2 YLR337C L8300.13,0,0,0,0,0,0,0,
P37838,NOP4_YEAST,NOP4 NOP77 YPL043W,1,0,0,0,0,0,0,nucleus
P37898,AAP1_YEAST,AAP1 YHR047C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38009,PUR92_YEAST,ADE17 YMR120C YM8564.02C,0,0,0,1,0,0,0,plasma_membrane
P38011,GBLP_YEAST,ASC1 CPC2 YMR116C YM9718.15C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38013,AHP1_YEAST,AHP1 YLR109W L2916 L9354.5,0,1,1,1,0,0,0,"cytoplasm,mitochondrion,plasma_membrane"
P38041,BOI1_YEAST,BOI1 BOB1 GIN7 YBL085W YBL0717,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
P38042,CDC27_YEAST,CDC27 APC3 SNB1 YBL084C YBL0718,0,1,0,0,0,0,0,cytoplasm
P38063,KPR4_YEAST,PRS4 PRPS4 YBL068W YBL0619,0,1,0,0,0,0,0,cytoplasm
P38067,SSDH_YEAST,UGA2 UGA5 YBR006W YBR0112,0,1,0,0,0,0,0,cytoplasm
P38069,MNN2_YEAST,MNN2 CRV4 LDB8 TTP1 YBR015C YBR0220,0,0,0,0,0,1,0,golgi_apparatus
P38070,YPK3_YEAST,YPK3 YBR028C YBR0312,0,1,0,0,0,0,0,cytoplasm
P38071,ETR1_YEAST,ETR1 MRF1 MRF1' YBR026C YBR0310,0,0,1,0,0,0,0,mitochondrion
P38074,ANM1_YEAST,HMT1 ODP1 RMT1 YBR034C YBR0320,1,0,0,0,0,0,0,nucleus
P38075,PDX3_YEAST,PDX3 YBR035C YBR0321,0,0,0,0,0,0,0,
P38077,ATPG_YEAST,ATP3 ATP3a ATP3b YBR039W YBR0408,0,0,1,0,0,0,0,mitochondrion
P38080,AKL1_YEAST,AKL1 YBR059C YBR0519,0,1,0,0,0,0,0,cytoplasm
P38084,BAP2_YEAST,BAP2 YBR068C YBR0629,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
P38085,TAT1_YEAST,TAT1 TAP1 VAP1 YBR069C YBR0710,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
P38086,RDH54_YEAST,RDH54 TID1 YBR073W YBR0715,1,0,0,0,0,0,0,nucleus
P38088,SYG_YEAST,GRS1 YBR121C YBR0917,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
P38109,ATG42_YEAST,ATG42 YBR139W YBR1015,0,0,0,0,0,0,1,vacuole
P38110,ATM_YEAST,TEL1 YBL088C YBL0706,1,0,1,0,0,0,0,"nucleus,mitochondrion"
P38111,ATR_YEAST,MEC1 ESR1 SAD3 YBR136W YBR1012,1,0,1,0,0,0,0,"nucleus,mitochondrion"
P38112,MAK5_YEAST,MAK5 YBR142W YBR1119,0,0,0,0,0,0,0,
P38115,ARA1_YEAST,ARA1 YBR149W YBR1127,0,0,0,0,0,0,0,
P38116,ARL1_YEAST,ARL1 ARF3 YBR164C YBR1216,0,1,0,0,0,1,0,"cytoplasm,golgi_apparatus"
P38121,DPOA2_YEAST,POL12 YBL035C YBL0414,1,0,0,0,0,0,0,nucleus
P38123,SWD3_YEAST,SWD3 CPS30 SAF35 YBR175W YBR1237,1,0,0,0,0,0,0,nucleus
P38125,DTR1_YEAST,DTR1 YBR180W YBR1242,0,0,0,1,0,0,0,plasma_membrane
P38127,RIM2_YEAST,RIM2 YBR192W YBR1402,0,0,1,0,0,0,0,mitochondrion
P38128,SMP1_YEAST,SMP1 YBR182C YBR1245,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38129,TAF5_YEAST,TAF5 TAF90 YBR198C YBR1410,1,0,0,0,0,0,0,nucleus
P38130,KTR3_YEAST,KTR3 YBR205W YBR1445,1,1,0,0,0,1,1,"nucleus,cytoplasm,golgi_apparatus,vacuole"
P38132,MCM7_YEAST,MCM7 CDC47 YBR202W YBR1441,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38137,FAT2_YEAST,PCS60 AAE3 FAT2 YBR222C YBR1512,0,1,0,0,0,0,0,cytoplasm
P38138,GLU2A_YEAST,ROT2 GLS2 YBR229C YBR1526,0,0,1,0,1,0,0,"mitochondrion,endoplasmic_reticulum"
P38139,LDH1_YEAST,LDH1 YBR204C YBR1444,0,0,0,0,1,0,0,endoplasmic_reticulum
P38140,ERT1_YEAST,ERT1 YBR239C YBR1622,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38143,GPX2_YEAST,GPX2 YBR244W YBR1632,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38144,ISW1_YEAST,ISW1 YBR245C YBR1633,1,0,0,0,0,0,0,nucleus
P38146,YPT10_YEAST,YPT10 YBR264C YBR1733,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
P38147,CHK1_YEAST,CHK1 YBR274W YBR1742,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38149,DUG2_YEAST,DUG2 YBR281C YBR2018,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38153,AP3M_YEAST,APM3 YKS6 YBR288C YBR2035,0,0,0,0,0,1,0,golgi_apparatus
P38165,RTG3_YEAST,RTG3 YBL103C YBL0810,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38167,ECM21_YEAST,ECM21 YBL101C YBL0814,0,1,0,0,0,0,0,cytoplasm
P38169,KMO_YEAST,BNA4 YBL098W YBL0828,0,0,1,0,0,0,0,mitochondrion
P38170,CND2_YEAST,BRN1 YBL097W YBL0830,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38174,MAP2_YEAST,MAP2 YBL091C YBL0701,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38181,NU170_YEAST,NUP170 NLE3 YBL079W YBL0725,0,0,0,0,0,0,0,
P38182,ATG8_YEAST,ATG8 APG8 AUT7 CVT5 YBL078C YBL0732,0,1,0,0,0,0,1,"cytoplasm,vacuole"
P38193,PP4R2_YEAST,PSY4 HTP3 YBL046W YBL0402,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38198,STU1_YEAST,STU1 YBL034C YBL0416,1,0,0,0,0,0,0,nucleus
P38199,HEK2_YEAST,HEK2 KHD1 YBL032W YBL0418,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38200,SHE1_YEAST,SHE1 YBL031W YBL0420,0,0,0,0,0,0,0,
P38203,LSM2_YEAST,LSM2 SMX5 SNP3 YBL026W YBL0425,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38205,NCL1_YEAST,NCL1 TRM4 YBL024W YBL0437,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38207,APN2_YEAST,APN2 ETH1 YBL019W YBL0443,1,0,0,0,0,0,0,nucleus
P38208,POP8_YEAST,POP8 YBL018C YBL0301,1,0,0,0,0,0,0,nucleus
P38211,GPI18_YEAST,GPI18 YBR004C YBR0110,0,0,1,0,1,0,0,"mitochondrion,endoplasmic_reticulum"
P38212,RCR1_YEAST,RCR1 YBR005W YBR0111,0,0,0,1,0,0,0,plasma_membrane
P38217,IMB2_YEAST,KAP104 YBR017C YBR0224,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38221,CDS1_YEAST,CDS1 CDG1 YBR029C YBR0313,0,0,0,0,1,0,0,endoplasmic_reticulum
P38225,FAT1_YEAST,FAT1 YBR041W YBR0411,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
P38227,QDR3_YEAST,QDR3 AQR2 YBR043C YBR0413,0,0,0,1,0,0,0,plasma_membrane
P38228,TCM62_YEAST,TCM62 YBR044C YBR0414,0,0,1,0,0,0,0,mitochondrion
P38230,QOR_YEAST,ZTA1 YBR046C YBR0421,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38236,FL2D_YEAST,MUM2 YBR057C YBR0514,0,1,0,0,0,0,0,cytoplasm
P38237,UBP14_YEAST,UBP14 GID6 YBR058C YBR0515,1,1,0,0,0,0,0,"nucleus,cytoplasm"
P38238,TRM7_YEAST,TRM7 YBR061C YBR0527,0,1,0,0,0,0,0,cytoplasm
P38241,SLT11_YEAST,ECM2 SLT11 YBR065C YBR0614,1,0,0,0,0,0,0,nucleus
P38242,ALG14_YEAST,ALG14 YBR070C YBR0711,0,0,0,0,0,0,0,
P38244,PFF1_YEAST,PFF1 YBR074W YBR0718 YBR0719 YBR075W,0,0,0,0,0,0,0,
P38247,SLM4_YEAST,SLM4 EGO3 GSE1 YBR077C YBR0723,0,1,0,0,0,0,0,cytoplasm
