entry,entry_name,gene_names,nucleus,cytoplasm,mitochondrion,plasma_membrane,endoplasmic_reticulum,golgi_apparatus,vacuole,zones
Q07794,RT109_YEAST,RTT109 KAT11 KIM2 REM50 YLL002W L1377,1,0,0,0,0,0,0,nucleus
Q07800,PSR1_YEAST,PSR1 YLL010C L1341,0,0,0,1,0,0,0,plasma_membrane
Q07804,YEH1_YEAST,YEH1 YLL012W L1329,0,0,0,0,0,0,0,
Q07807,PUF3_YEAST,PUF3 YLL013C L1325,0,1,0,0,0,0,0,cytoplasm
Q07821,ISA1_YEAST,ISA1 YLL027W,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
Q07824,TPO1_YEAST,TPO1 YLL028W L0939,0,0,0,1,0,0,0,plasma_membrane
Q07825,FRA1_YEAST,FRA1 YLL029W,0,1,0,0,0,0,0,cytoplasm
Q07830,GPI13_YEAST,GPI13 MPC1 YLL031C,0,0,0,0,1,0,0,endoplasmic_reticulum
Q07845,GRC3_YEAST,GRC3 YLL035W,1,0,0,0,0,0,0,nucleus
Q07878,VPS13_YEAST,VPS13 SOI1 VPT2 YME3 YLL040C,0,0,1,0,0,1,1,"mitochondrion,golgi_apparatus,vacuole"
Q07879,ATG10_YEAST,ATG10 APG10 YLL042C,0,0,0,0,0,0,0,
Q07896,NOC3_YEAST,NOC3 YLR002C,1,0,0,0,0,0,0,nucleus
Q07913,NSE1_YEAST,NSE1 YLR007W,1,0,0,0,0,0,0,nucleus
Q07914,TIM14_YEAST,PAM18 TIM14 YLR008C,0,0,1,0,0,0,0,mitochondrion
Q07915,RLP24_YEAST,RLP24 YLR009W,0,1,0,0,0,0,0,cytoplasm
Q07921,TEN1_YEAST,TEN1 YLR010C,0,0,0,0,0,0,0,
Q07923,LOT6_YEAST,LOT6 YLR011W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q07930,PML1_YEAST,PML1 YLR016C L1591,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q07938,MTAP_YEAST,MEU1 YLR017W L1595,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q07950,YEH2_YEAST,YEH2 YLR020C,0,0,0,1,0,0,0,plasma_membrane
Q07951,POC3_YEAST,IRC25 DMP2 POC3 YLR021W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q07953,SDO1_YEAST,SDO1 YLR022C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q07963,UBR2_YEAST,UBR2 YLR024C,0,1,0,0,0,0,0,cytoplasm
Q07979,RSC58_YEAST,RSC58 YLR033W,1,0,0,0,0,0,0,nucleus
Q08001,LAM6_YEAST,LAM6 LTC1 YLR072W,0,1,1,1,0,0,0,"cytoplasm,mitochondrion,plasma_membrane"
Q08004,BUD20_YEAST,BUD20 YLR074C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08032,CDC45_YEAST,CDC45 SLD4 YLR103C L8004.11,1,0,0,0,0,0,0,nucleus
Q08096,RCL1_YEAST,RCL1 RTC1 YOL010W,0,0,0,0,0,0,0,
Q08108,PLB3_YEAST,PLB3 YOL011W,0,0,0,1,1,0,1,"plasma_membrane,endoplasmic_reticulum,vacuole"
Q08109,HRD1_YEAST,HRD1 DER3 YOL013C,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08144,TLG2_YEAST,TLG2 YOL018C,0,0,0,0,0,0,0,
Q08162,RRP44_YEAST,DIS3 RRP44 YOL021C O2197,1,0,1,0,0,0,0,"nucleus,mitochondrion"
Q08179,MDM38_YEAST,MDM38 YOL027C,0,0,1,0,0,0,0,mitochondrion
Q08193,GAS5_YEAST,GAS5 YOL030W,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08199,SIL1_YEAST,SIL1 PER100 SLS1 YOL031C,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08204,SMC5_YEAST,SMC5 YOL034W,1,0,0,0,0,0,0,nucleus
Q08208,NOP12_YEAST,NOP12 YOL041C,0,0,0,0,0,0,0,
Q08214,NTH2_YEAST,NTG2 SCR2 YOL043C,1,0,1,0,0,0,0,"nucleus,mitochondrion"
Q08215,PEX15_YEAST,PEX15 PAS21 YOL044W,0,0,0,0,0,0,0,
Q08217,PSK2_YEAST,PSK2 YOL045W,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
Q08218,LDS2_YEAST,LDS2 YOL047C,0,1,0,0,0,0,0,cytoplasm
Q08220,GSHB_YEAST,GSH2 YOL049W,0,1,0,0,0,0,0,cytoplasm
Q08224,THI20_YEAST,THI20 YOL055C O1239,0,0,0,0,0,0,0,
Q08229,NBA1_YEAST,NBA1 YOL070C,0,1,0,0,0,0,0,cytoplasm
Q08230,SDHF2_YEAST,SDH5 EMI5 YOL071W,0,0,1,0,0,0,0,mitochondrion
Q08231,THP1_YEAST,THP1 BUD29 YOL072W O1140,1,0,0,0,0,0,0,nucleus
Q08235,BRX1_YEAST,BRX1 YOL077C,0,0,0,0,0,0,0,
Q08236,AVO1_YEAST,AVO1 YOL078W O1110,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
Q08245,ZEO1_YEAST,ZEO1 YOL109W O0738,0,0,1,1,0,0,0,"mitochondrion,plasma_membrane"
Q08273,RBX1_YEAST,HRT1 RBX1 ROC1 YOL133W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08278,MED7_YEAST,MED7 YOL135C,1,0,0,0,0,0,0,nucleus
Q08281,RTC1_YEAST,RTC1 SEA2 YOL138C,0,0,0,0,0,0,1,vacuole
Q08282,TYW4_YEAST,PPM2 TYW4 YOL141W,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
Q08285,RRP40_YEAST,RRP40 YOL142W,1,0,0,0,0,0,0,nucleus
Q08287,NOP8_YEAST,NOP8 YOL144W,1,0,0,0,0,0,0,nucleus
Q08387,DNLI4_YEAST,DNL4 LIG4 YOR005C UND407 UNE452,1,0,0,0,0,0,0,nucleus
Q08412,CUE5_YEAST,CUE5 YOR042W,0,1,0,0,0,0,0,cytoplasm
Q08417,RSB1_YEAST,RSB1 YOR049C O2787,0,0,0,1,1,0,1,"plasma_membrane,endoplasmic_reticulum,vacuole"
Q08438,VHS3_YEAST,VHS3 YOR054C YOR29-05,0,0,0,0,0,0,0,
Q08444,NOB1_YEAST,NOB1 YOR056C YOR29-07,1,1,0,0,1,0,0,"nucleus,cytoplasm,endoplasmic_reticulum"
Q08446,SGT1_YEAST,SGT1 YOR057W YOR29-08,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08448,LPL1_YEAST,LPL1 YOR059C YOR29-10,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08465,YNG1_YEAST,YNG1 YOR064C YOR29-15,1,0,0,0,0,0,0,nucleus
Q08484,GYP1_YEAST,GYP1 YOR070C YOR29-21,0,1,1,0,0,1,0,"cytoplasm,mitochondrion,golgi_apparatus"
Q08490,SGO1_YEAST,SGO1 YOR073W YOR29-24,1,0,0,0,0,0,0,nucleus
Q08491,SKI7_YEAST,SKI7 YOR076C YOR29-27,0,1,0,0,0,0,0,cytoplasm
Q08492,UTP16_YEAST,BUD21 UTP16 YOR078W YOR29-29,0,0,0,0,0,0,0,
Q08496,DIA2_YEAST,DIA2 YOR080W YOR29-31,1,0,0,0,0,0,0,nucleus
Q08548,ALE1_YEAST,ALE1 LCA1 LPT1 SLC4 YOR175C O3635,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08550,MPC54_YEAST,MPC54 YOR177C,0,0,0,0,0,0,0,
Q08558,DCI1_YEAST,DCI1 ECI2 EHD2 YOR180C,0,1,0,0,0,0,0,cytoplasm
Q08561,IES4_YEAST,IES4 YOR189W,1,0,0,0,0,0,0,nucleus
Q08562,ULS1_YEAST,ULS1 DIS1 RIS1 TID4 YOR191W,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
Q08581,SLK19_YEAST,SLK19 YOR195W,0,0,0,0,0,0,0,
Q08601,MCA1_YEAST,MCA1 YCA1 YOR197W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08641,AB140_YEAST,ABP140 TRM140 YOR239W YOR240W,0,1,0,0,0,0,0,cytoplasm
Q08645,FOLE_YEAST,MET7 MET23 YOR241W O5248,0,1,1,0,1,0,0,"cytoplasm,mitochondrion,endoplasmic_reticulum"
Q08647,PUS7_YEAST,PUS7 YOR243C O5254,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08649,ESA1_YEAST,ESA1 YOR244W O5257,1,0,0,0,0,0,0,nucleus
Q08650,DGAT2_YEAST,DGA1 YOR245C,0,0,0,0,1,0,0,endoplasmic_reticulum
Q08651,ENV9_YEAST,ENV9 YOR246C,0,0,1,0,0,0,1,"mitochondrion,vacuole"
Q08683,APC5_YEAST,APC5 RMC1 YOR249C,1,0,0,0,0,0,0,nucleus
Q08685,CLP1_YEAST,CLP1 YOR250C,1,0,0,0,0,0,0,nucleus
Q08686,THTR_YEAST,TUM1 YOR251C,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
Q08689,NAT5_YEAST,NAT5 YOR253W,0,0,0,0,0,0,0,
Q08702,APTX_YEAST,HNT3 YOR258W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08723,RPN8_YEAST,RPN8 YOR261C O5360,0,0,0,0,0,0,0,
Q08746,RRS1_YEAST,RRS1 YOR294W,0,0,0,0,0,0,0,
Q08747,UAF30_YEAST,UAF30 YOR295W,1,0,0,0,0,0,0,nucleus
Q08749,TIM18_YEAST,TIM18 YOR297C,0,0,1,0,0,0,0,mitochondrion
Q08754,BUD7_YEAST,BUD7 YOR299W,0,0,0,0,0,0,0,
Q08760,RAX1_YEAST,RAX1 YOR301W,0,0,0,1,0,0,1,"plasma_membrane,vacuole"
Q08773,ISW2_YEAST,ISW2 YOR304W,1,0,0,0,0,0,0,nucleus
Q08816,TFB6_YEAST,TFB6 YOR352W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08826,SNX3_YEAST,SNX3 GRD19 YOR357C,0,0,0,0,0,0,0,
Q08831,VTS1_YEAST,VTS1 YOR359W,1,0,0,0,0,0,0,nucleus
Q08873,SCP1_YEAST,SCP1 YOR367W,0,0,0,0,0,0,0,
Q08886,GPB1_YEAST,GPB1 KRH2 YOR371C,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
Q08887,NDD1_YEAST,NDD1 YOR372C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08905,FRE3_YEAST,FRE3 YOR381W O6754,0,0,0,1,0,0,1,"plasma_membrane,vacuole"
Q08920,NCBP2_YEAST,CBC2 CBP20 MUD13 SAE1 YPL178W,1,0,0,0,0,0,0,nucleus
Q08921,TCO89_YEAST,TCO89 YPL180W,0,0,0,1,0,0,0,plasma_membrane
Q08923,CTI6_YEAST,CTI6 RXT1 YPL181W,1,0,0,0,0,0,0,nucleus
Q08924,WDR6_YEAST,RTT10 ERE2 TRM734 YPL183C,0,1,0,0,0,0,0,cytoplasm
Q08925,MRN1_YEAST,MRN1 PTR69 YPL184C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08930,YP191_YEAST,YPL191C,0,1,0,0,1,0,0,"cytoplasm,endoplasmic_reticulum"
Q08931,PRM3_YEAST,PRM3 YPL192C,0,0,0,0,0,0,0,
Q08949,DDC1_YEAST,DDC1 YPL194W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08951,AP3D_YEAST,APL5 YKS4 YPL195W,0,0,0,0,0,1,0,golgi_apparatus
Q08955,CSM4_YEAST,CSM4 YPL200W,0,0,0,0,0,0,0,
Q08957,AFT2_YEAST,AFT2 YPL202C,1,0,1,0,0,0,0,"nucleus,mitochondrion"
Q08959,PGC1_YEAST,PGC1 YPL206C,0,0,1,0,0,0,0,mitochondrion
Q08960,TYW1_YEAST,TYW1 YPL207W,0,1,0,0,1,0,0,"cytoplasm,endoplasmic_reticulum"
Q08962,NIP7_YEAST,NIP7 YPL211W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08963,RU2A_YEAST,LEA1 YPL213W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08965,BMS1_YEAST,BMS1 YPL217C,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
Q08967,FLC1_YEAST,FLC1 BOP1 HUF1 YPL221W,0,0,0,0,1,0,1,"endoplasmic_reticulum,vacuole"
Q08968,SELO_YEAST,FMP40 YPL222W,0,0,1,0,0,0,0,mitochondrion
Q08972,NEW1_YEAST,NEW1 YPL226W P1445,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
Q08975,THI21_YEAST,THI21 YPL258C,0,0,0,0,0,0,0,
Q08985,SAM4_YEAST,SAM4 YPL273W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q08986,SAM3_YEAST,SAM3 YPL274W,0,0,0,1,1,0,0,"plasma_membrane,endoplasmic_reticulum"
Q08992,HSP32_YEAST,HSP32 YPL280W,0,1,0,0,0,0,0,cytoplasm
Q10740,LKHA4_YEAST,LAP2 YNL045W N2535,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12003,ENV7_YEAST,ENV7 YPL236C,0,1,0,0,0,1,0,"cytoplasm,golgi_apparatus"
Q12004,TFB4_YEAST,TFB4 YPR056W,0,0,0,0,0,0,0,
Q12006,PFA4_YEAST,PFA4 YOL003C UNE378,0,0,0,0,1,1,0,"endoplasmic_reticulum,golgi_apparatus"
Q12009,TRMB_YEAST,TRM8 YDL201W D1075,1,0,0,0,0,0,0,nucleus
Q12010,YPQ1_YEAST,YPQ1 YOL092W O0929,0,1,0,0,1,0,0,"cytoplasm,endoplasmic_reticulum"
Q12015,DSC3_YEAST,DSC3 YOR223W YOR50-13,0,0,0,0,1,0,0,endoplasmic_reticulum
Q12017,PLP2_YEAST,PLP2 VIAF1 YOR281C,0,1,0,0,0,0,0,cytoplasm
Q12018,CDC53_YEAST,CDC53 YDL132W D2190,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12019,MDN1_YEAST,MDN1 REA1 YLR106C L2901 L8004.13,1,0,1,0,0,0,0,"nucleus,mitochondrion"
Q12024,YTM1_YEAST,YTM1 YOR272W,1,0,0,0,0,0,0,nucleus
Q12028,AP1G1_YEAST,APL4 YPR029C,0,0,0,0,0,0,0,
Q12030,TAF10_YEAST,TAF10 TAF23 TAF25 YDR167W YD9489.02,1,0,0,0,0,0,0,nucleus
Q12033,PALA_YEAST,RIM20 YOR275C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12038,SRO7_YEAST,SRO7 SNI1 SOP1 YPR032W YP9367.12,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
Q12039,HMI1_YEAST,HMI1 YOL095C O0920,1,0,1,0,0,0,0,"nucleus,mitochondrion"
Q12041,MET32_YEAST,MET32 YDR253C YD9320A.03C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12043,TGL5_YEAST,TGL5 STC2 YOR081C YOR29-32 YOR2964C,0,0,0,0,0,0,0,
Q12045,VIK1_YEAST,VIK1 YPL253C,1,0,0,0,0,0,0,nucleus
Q12046,CWC2_YEAST,CWC2 NTC40 SLC3 YDL209C D1041,0,0,0,0,0,0,0,
Q12048,ATG41_YEAST,ATG41 ICY2 YPL250C,0,0,0,0,0,0,0,
Q12049,THP3_YEAST,THP3 YPR045C YP9499.03c,1,0,0,0,0,0,0,nucleus
Q12050,ELG1_YEAST,ELG1 RTT110 YOR144C O3510 YOR3510C,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
Q12051,GGPPS_YEAST,BTS1 YPL069C,0,0,1,0,0,0,0,mitochondrion
Q12052,TGS1_YEAST,TGS1 YPL157W P2573,1,0,0,0,0,0,0,nucleus
Q12055,KAD6_YEAST,FAP7 YDL166C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12056,ISU2_YEAST,ISU2 NUA2 YOR226C,0,1,0,0,0,0,0,cytoplasm
Q12060,HFI1_YEAST,HFI1 ADA1 GAN1 SUP110 YPL254W,1,0,0,0,0,0,0,nucleus
Q12063,UPPS_YEAST,NUS1 YDL193W D1239,0,0,0,0,1,0,0,endoplasmic_reticulum
Q12068,GRE2_YEAST,GRE2 YOL151W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12071,VPS54_YEAST,VPS54 CGP1 LUV1 RKI1 TCS3 YDR027C PZF889 YD9813.05C,0,0,1,0,0,1,0,"mitochondrion,golgi_apparatus"
Q12080,NOP53_YEAST,NOP53 YPL146C LPI2C P2610,1,0,0,0,0,0,0,nucleus
Q12082,DMO2_YEAST,DMO2 DBI1 YDL157C D1533,0,0,1,0,0,0,0,mitochondrion
Q12083,MLH3_YEAST,MLH3 YPL164C P2550,1,0,0,0,0,0,0,nucleus
Q12088,YL11B_YEAST,TY1B-LR1 YLRCTy1-1 POL YLR035C-A L1807,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12092,ATG29_YEAST,ATG29 YPL166W P2540,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12093,MTU1_YEAST,SLM3 MTO2 MTU1 YDL033C D2761,0,0,1,0,0,0,0,mitochondrion
Q12094,TSR3_YEAST,TSR3 YOR006C UND313,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12098,SLX4_YEAST,SLX4 YLR135W L3140,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12099,FAL1_YEAST,FAL1 YDR021W PZC399 YD9335.07,0,0,0,0,0,0,0,
Q12100,RTK1_YEAST,RTK1 YDL025C D2810,0,0,0,0,0,0,0,
Q12102,CFT2_YEAST,CFT2 YDH1 YLR115W L2946,1,0,0,0,0,0,0,nucleus
Q12106,MCP1_YEAST,MCP1 YOR228C YOR50-18,0,0,1,0,0,0,0,mitochondrion
Q12112,YN11B_YEAST,TY1B-NL1 YNLCTy1-1 POL YNL284C-B N0564,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12113,YO21B_YEAST,TY2B-OR1 YORCTy2-1 POL YOR192C-B O4785,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12114,CHS5_YEAST,CHS5 CAL3 YLR330W L8543.18,0,1,0,0,0,0,0,cytoplasm
Q12118,SGT2_YEAST,SGT2 YOR007C UNF346,0,1,0,0,0,0,0,cytoplasm
Q12123,DCS2_YEAST,DCS2 YOR173W O3625,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12124,MED2_YEAST,MED2 YDL005C D2930,1,0,0,0,0,0,0,nucleus
Q12127,CCW12_YEAST,CCW12 YLR110C L9354.7,0,0,0,0,0,0,1,vacuole
Q12136,SAS10_YEAST,SAS10 UTP3 YDL153C D1545,1,0,0,0,0,0,0,nucleus
Q12141,YG11B_YEAST,TY1B-GR1 YGRWTy1-1 POL YGR027W-B G4054,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12142,ATG9_YEAST,ATG9 APG9 AUT9 CVT7 YDL149W D1560,0,0,1,0,0,0,1,"mitochondrion,vacuole"
Q12143,NSL1_YEAST,NSL1 YPL233W,1,0,0,0,0,0,0,nucleus
Q12146,PSF3_YEAST,PSF3 YOL146W,1,0,0,0,0,0,0,nucleus
Q12149,RRP6_YEAST,RRP6 UNC733 YOR001W,1,0,0,0,0,0,0,nucleus
Q12150,CSF1_YEAST,CSF1 TWEEK YLR087C,0,0,1,1,0,0,0,"mitochondrion,plasma_membrane"
Q12151,UPC2_YEAST,UPC2 MOX4 YDR213W YD8142.14 YD8142B.05,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12154,GET3_YEAST,GET3 ARR4 YDL100C D2371,0,0,0,0,1,1,0,"endoplasmic_reticulum,golgi_apparatus"
Q12156,AIM7_YEAST,AIM7 YDR063W D4245,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12157,APC11_YEAST,APC11 YDL008W D2900,1,0,0,0,0,0,0,nucleus
Q12158,SCC1_YEAST,MCD1 PDS3 RHC21 SCC1 YDL003W YD8119.04,1,0,1,0,0,0,0,"nucleus,mitochondrion"
Q12159,YRA1_YEAST,YRA1 YDR381W D9481.2 D9509.1,1,0,0,0,0,0,0,nucleus
Q12161,PSH1_YEAST,PSH1 YOL054W O1263,1,0,0,0,0,0,0,nucleus
Q12164,POM33_YEAST,POM33 YLL023C L1201,0,0,0,0,1,0,0,endoplasmic_reticulum
Q12166,LEU9_YEAST,LEU9 YOR108W YOR3227w,0,0,1,0,0,0,0,mitochondrion
Q12168,ENG2_YEAST,ACF2 ENG2 PCA1 YLR144C L3180,0,1,0,0,0,0,0,cytoplasm
Q12173,YG31A_YEAST,TY3A-G YGRWTy3-1 GAG YGR109W-A G5982,0,1,0,0,0,0,0,cytoplasm
Q12176,MAK21_YEAST,MAK21 NOC1 YDR060W D4237 YD9609.14,1,0,0,0,0,0,0,nucleus
Q12178,FCY1_YEAST,FCY1 YPR062W YP9499.17,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12181,NDOR1_YEAST,TAH18 YPR048W YP9499.06,0,0,1,0,0,0,0,mitochondrion
Q12184,ADRX_YEAST,YAH1 YPL252C,0,0,1,0,0,0,0,mitochondrion
Q12186,BBP_YEAST,MSL5 BBP SF1 YLR116W L2949,1,0,0,0,0,0,0,nucleus
Q12188,REC8_YEAST,REC8 SPO69 YPR007C LPZ7C,1,0,0,0,0,0,0,nucleus
Q12191,BUG1_YEAST,BUG1 YDL099W,0,1,0,0,0,0,0,cytoplasm
Q12193,YB12B_YEAST,TY1B-BR YBRWTy1-2 POL YBR012W-B YBR0207,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12196,RIO1_YEAST,RIO1 RRP10 YOR119C O3266 YOR3266C,1,1,1,0,0,0,1,"nucleus,cytoplasm,mitochondrion,vacuole"
Q12198,METW_YEAST,HSU1 YLL058W L0569,0,1,0,0,0,0,0,cytoplasm
Q12200,NPC1_YEAST,NCR1 YPL006W,0,0,0,0,1,0,0,endoplasmic_reticulum
Q12206,WTM2_YEAST,WTM2 YOR229W YOR50-19,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12207,NCE2_YEAST,NCE102 NCE2 RTG2S2 YPR149W P9659.2,0,1,1,1,1,0,0,"cytoplasm,mitochondrion,plasma_membrane,endoplasmic_reticulum"
Q12208,USB1_YEAST,USB1 YLR132C L3127,1,1,1,0,0,0,0,"nucleus,cytoplasm,mitochondrion"
Q12211,PUS1_YEAST,PUS1 YPL212C,1,0,0,0,0,0,0,nucleus
Q12213,RL7B_YEAST,RPL7B RPL6B YL8B YPL198W,0,1,0,0,0,0,0,cytoplasm
Q12216,SIZ2_YEAST,NFI1 SIZ2 YOR156C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12220,UTP12_YEAST,DIP2 UTP12 YLR129W L3116 L9233.1,0,0,0,0,0,0,0,
Q12223,RAD59_YEAST,RAD59 YDL059C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12224,RLM1_YEAST,RLM1 YPL089C LPG19C,1,0,0,0,0,0,0,nucleus
Q12229,UBX3_YEAST,UBX3 YDL091C,0,1,0,0,1,0,0,"cytoplasm,endoplasmic_reticulum"
Q12230,LSP1_YEAST,LSP1 YPL004C,0,1,1,1,0,0,0,"cytoplasm,mitochondrion,plasma_membrane"
Q12236,PKH2_YEAST,PKH2 YOL100W HRC1081,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12241,VAM3_YEAST,VAM3 PTH1 YOR106W YOR3220W,0,0,0,0,0,0,0,
Q12242,RUP1_YEAST,RUP1 YOR138C YOR3332c,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12245,POC4_YEAST,POC4 DMP1 YPL144W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12246,LCB4_YEAST,LCB4 YOR171C O3615,0,1,0,1,1,1,0,"cytoplasm,plasma_membrane,endoplasmic_reticulum,golgi_apparatus"
Q12248,DAD1_YEAST,DAD1 YDR016C,0,0,0,0,0,0,0,
Q12250,RPN5_YEAST,RPN5 NAS5 YDL147W D1572,0,1,0,0,0,0,0,cytoplasm
Q12255,NYV1_YEAST,NYV1 MAM2 YLR093C,0,0,0,1,0,0,0,plasma_membrane
Q12256,TPO4_YEAST,TPO4 YOR273C O5440,0,0,0,1,0,0,0,plasma_membrane
Q12259,YL108_YEAST,YLR108C L2913,1,0,0,0,0,0,0,nucleus
Q12262,CENPH_YEAST,MCM16 YPR046W,1,0,0,0,0,0,0,nucleus
Q12263,GIN4_YEAST,GIN4 YDR507C D9719.13,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12265,KPR5_YEAST,PRS5 PRPS5 YOL061W O1213,0,1,0,0,0,0,0,cytoplasm
Q12267,SMC4_YEAST,SMC4 YLR086W L9449.5,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12269,YG12B_YEAST,TY1B-GR2 YGRCTy1-2 POL YGR038C-B G4126,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12271,INP53_YEAST,INP53 SJL3 SOP2 YOR109W YOR3231w,0,1,0,0,0,0,0,cytoplasm
Q12273,YO11B_YEAST,TY1B-OL YOLWTy1-1 POL YOL103W-B O0770,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12275,CRM2_YEAST,CRM2 DIP2 YOR093C YOR3170c,0,0,0,0,0,0,0,
Q12277,RRP42_YEAST,RRP42 YDL111C,1,0,0,0,0,0,0,nucleus
Q12280,IQG1_YEAST,IQG1 CYK1 YPL242C,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
Q12284,ERV2_YEAST,ERV2 YPR037C YP3085.03C,0,0,0,0,1,0,1,"endoplasmic_reticulum,vacuole"
Q12285,MDY2_YEAST,MDY2 GET5 TMA24 YOL111C,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12287,COX17_YEAST,COX17 YLL009C L1343,0,0,1,0,0,0,0,mitochondrion
Q12292,ATG34_YEAST,ATG34 ATG19-B YOL083W O0957,0,0,0,0,0,0,0,
Q12297,TAF3_YEAST,TAF3 TAF47 YPL011C LPA6C,1,0,0,0,0,0,0,nucleus
Q12300,RGT2_YEAST,RGT2 YDL138W D2160,0,0,0,1,0,0,0,plasma_membrane
Q12303,YPS3_YEAST,YPS3 YLR121C L2964 L9233.10,0,0,0,1,0,0,0,plasma_membrane
Q12305,RDL1_YEAST,RDL1 YOR285W,0,0,1,0,1,0,0,"mitochondrion,endoplasmic_reticulum"
Q12306,SUMO_YEAST,SMT3 YDR510W D9719.15,1,0,0,0,0,0,0,nucleus
Q12308,TFC8_YEAST,TFC8 YPL007C,1,0,0,0,0,0,0,nucleus
Q12309,CLF1_YEAST,CLF1 NTC77 SYF3 YLR117C L2952,0,0,0,0,0,0,0,
Q12311,NTO1_YEAST,NTO1 YPR031W,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12315,GLE1_YEAST,GLE1 BRR3 RSS1 YDL207W D1049,0,1,1,0,0,0,0,"cytoplasm,mitochondrion"
Q12316,YG13B_YEAST,TY1B-GR3 YGRCTy1-3 POL YGR161C-D G7025,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12317,MSB4_YEAST,MSB4 YOL112W HRC492,0,1,0,1,0,0,0,"cytoplasm,plasma_membrane"
Q12318,PSY3_YEAST,PSY3 YLR376C L8039.17,1,1,0,0,0,0,0,"nucleus,cytoplasm"
Q12320,GLO4_YEAST,GLO4 GER1 YOR040W O2758 OR26.33,0,0,1,0,0,0,0,mitochondrion
Q12321,MED1_YEAST,MED1 YPR070W YP9499.25 YPR063W,1,0,0,0,0,0,0,nucleus
Q12324,YVC1_YEAST,YVC1 YOR087W YOR088W YOR3151W,0,0,0,1,0,0,1,"plasma_membrane,vacuole"
